"beacon_id","timestamp","device_id","is_present","rssi"
"FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055","1681992791.001","5046452","true","'-29"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681878351.001","5046452","true","'-31"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681883680.001","5046452","true","'-26"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681883799.001","5046452","true","'-26"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681883919.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681884042.001","5046452","true","'-26"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681884164.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681884281.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681884401.001","5046452","true","'-26"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681884522.001","5046452","true","'-24"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681884645.001","5046452","true","'-24"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681884762.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681884883.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681885007.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681885126.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681885243.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681885363.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681885542.001","5046452","true","'-22"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681885615.001","5046452","true","'-22"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681885734.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681885855.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681885979.001","5046452","true","'-22"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681886100.001","5046452","true","'-22"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681886276.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681886354.001","5046452","true","'-22"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681886475.001","5046452","true","'-22"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681886593.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681886714.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681886834.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681886952.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681887084.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681887196.001","5046452","true","'-22"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681887317.001","5046452","true","'-22"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681887443.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681887555.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681887675.001","5046452","true","'-22"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681887798.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681887916.001","5046452","true","'-22"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681888039.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681888157.001","5046452","true","'-22"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681888336.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681888411.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681888540.001","5046452","true","'-22"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681888654.001","5046452","true","'-22"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681888773.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681888950.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681889027.001","5046452","true","'-26"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681889143.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681889264.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681889442.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681889523.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681889639.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681889757.001","5046452","true","'-22"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681889879.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681890000.001","5046452","true","'-24"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681890121.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681890297.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681890372.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681890494.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681890613.001","5046452","true","'-24"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681890737.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681890855.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681890976.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681891094.001","5046452","true","'-22"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681891214.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681891340.001","5046452","true","'-26"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681891468.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681891635.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681891766.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681891898.001","5046452","true","'-24"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681891976.001","5046452","true","'-24"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681892093.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681892223.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681892333.001","5046452","true","'-24"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681892453.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681892631.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681892705.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681892827.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681892945.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681893067.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681893189.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681893307.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681893441.001","5046452","true","'-26"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681893607.001","5046452","true","'-26"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681893679.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681893800.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681893920.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681894041.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681894161.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681894290.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681894408.001","5046452","true","'-26"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681894582.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681894664.001","5046452","true","'-26"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681894779.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681894905.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681895019.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681895145.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681895261.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681895382.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681895559.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681895634.001","5046452","true","'-25"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681895754.001","5046452","true","'-23"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681896509.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681896633.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681896758.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681896883.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681896997.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681897123.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681897234.001","5046452","true","'-45"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681897360.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681897483.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681897613.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681897719.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681897837.001","5046452","true","'-39"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681897960.001","5046452","true","'-39"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681898079.001","5046452","true","'-32"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681898197.001","5046452","true","'-33"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681898318.001","5046452","true","'-33"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681898439.001","5046452","true","'-49"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681898615.001","5046452","true","'-46"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681898683.001","5046452","true","'-39"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681898805.001","5046452","true","'-44"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681898923.001","5046452","true","'-37"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681899044.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681899167.001","5046452","true","'-46"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681899287.001","5046452","true","'-48"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681899405.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681899526.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681899647.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681899767.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681899885.001","5046452","true","'-27"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681900009.001","5046452","true","'-39"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681900130.001","5046452","true","'-43"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681900251.001","5046452","true","'-44"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681900373.001","5046452","true","'-43"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681900493.001","5046452","true","'-43"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681900609.001","5046452","true","'-43"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681900730.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681900852.001","5046452","true","'-43"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681900970.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681901090.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681901212.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681901335.001","5046452","true","'-43"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681901461.001","5046452","true","'-43"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681901573.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681901694.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681901871.001","5046452","true","'-43"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681901943.001","5046452","true","'-43"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681902064.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681902184.001","5046452","true","'-41"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681902305.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681902426.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681902542.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681902662.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681902783.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681902904.001","5046452","true","'-43"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681903026.001","5046452","true","'-43"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681903145.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681903265.001","5046452","true","'-43"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681903384.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681903504.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681903625.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681903745.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681903866.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681903985.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681904105.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681904226.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681904348.001","5046452","true","'-43"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681904468.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681904587.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681904710.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681904828.001","5046452","true","'-43"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681904949.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681905072.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681905189.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681905310.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681905487.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681905552.001","5046452","true","'-43"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681905672.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681905792.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681905912.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681906033.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681906211.001","5046452","true","'-43"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681906331.001","5046452","true","'-43"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681906393.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681906572.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681906633.001","5046452","true","'-43"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681906812.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681906874.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681906996.001","5046452","true","'-42"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681961139.001","5046452","true","'-45"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681961286.001","5046452","true","'-36"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681961395.001","5046452","true","'-37"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681961539.001","5046452","true","'-37"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681961688.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681961787.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681961896.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681962026.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681962134.001","5046452","true","'-37"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681962271.001","5046452","true","'-36"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681962377.001","5046452","true","'-52"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681962503.001","5046452","true","'-39"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681962620.001","5046452","true","'-38"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681962749.001","5046452","true","'-39"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681962862.001","5046452","true","'-39"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681963038.001","5046452","true","'-38"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681963147.001","5046452","true","'-38"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681963252.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681963388.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681963493.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681963623.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681963788.001","5046452","true","'-62"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681963920.001","5046452","true","'-63"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681963994.001","5046452","true","'-63"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681964114.001","5046452","true","'-51"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681964114.002","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681964114.012","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681964114.02","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681964233.001","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681964352.001","5046452","true","'-56"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681964352.021","5046452","true","'-56"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681964352.024","5046452","true","'-56"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681964352.03","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681964352.04","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681964352.05","5046452","false","null"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681964352.064","5046452","true","'-56"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681964352.07","5046452","true","'-56"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681964352.08","5046452","true","'-56"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681964352.09","5046452","true","'-56"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681964352.1","5046452","true","'-56"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681964352.15","5046452","true","'-56"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681964352.2","5046452","true","'-56"
"E0702891-AE8E-8DC0-B0DE-3C666B326CA9:3138:0055","1681964352.264","5046452","true","'-56"
