beacon_id,timestamp,device_id,is_present,rssi,timestamp_datetime
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681878351,5046452,False,,2023-04-19 11:25:51+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681883680,5046452,True,-31,2023-04-19 12:54:40+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681883799,5046452,True,-39,2023-04-19 12:56:39+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681883919,5046452,True,-33,2023-04-19 12:58:39+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681884042,5046452,True,-33,2023-04-19 13:00:42+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681884164,5046452,True,-32,2023-04-19 13:02:44+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681884281,5046452,True,-32,2023-04-19 13:04:41+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681884401,5046452,True,-39,2023-04-19 13:06:41+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681884522,5046452,True,-34,2023-04-19 13:08:42+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681884645,5046452,True,-21,2023-04-19 13:10:45+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681884762,5046452,True,-32,2023-04-19 13:12:42+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681884883,5046452,True,-21,2023-04-19 13:14:43+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681885007,5046452,True,-21,2023-04-19 13:16:47+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681885126,5046452,True,-32,2023-04-19 13:18:46+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681885243,5046452,True,-32,2023-04-19 13:20:43+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681885363,5046452,True,-21,2023-04-19 13:22:43+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681885542,5046452,True,-32,2023-04-19 13:25:42+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681885615,5046452,True,-22,2023-04-19 13:26:55+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681885734,5046452,True,-32,2023-04-19 13:28:54+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681885855,5046452,True,-21,2023-04-19 13:30:55+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681885979,5046452,True,-32,2023-04-19 13:32:59+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681886100,5046452,True,-32,2023-04-19 13:35:00+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681886276,5046452,True,-32,2023-04-19 13:37:56+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681886354,5046452,True,-32,2023-04-19 13:39:14+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681886475,5046452,False,,2023-04-19 13:41:15+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681886593,5046452,True,-21,2023-04-19 13:43:13+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681886714,5046452,True,-21,2023-04-19 13:45:14+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681886834,5046452,True,-32,2023-04-19 13:47:14+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681886952,5046452,True,-21,2023-04-19 13:49:12+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681887084,5046452,True,-32,2023-04-19 13:51:24+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681887196,5046452,True,-22,2023-04-19 13:53:16+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681887317,5046452,True,-22,2023-04-19 13:55:17+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681887443,5046452,True,-32,2023-04-19 13:57:23+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681887555,5046452,True,-21,2023-04-19 13:59:15+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681887675,5046452,True,-22,2023-04-19 14:01:15+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681887798,5046452,True,-32,2023-04-19 14:03:18+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681887916,5046452,True,-23,2023-04-19 14:05:16+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681888039,5046452,True,-33,2023-04-19 14:07:19+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681888157,5046452,True,-22,2023-04-19 14:09:17+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681888336,5046452,True,-22,2023-04-19 14:12:16+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681888411,5046452,True,-32,2023-04-19 14:13:31+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681888540,5046452,True,-32,2023-04-19 14:15:40+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681888654,5046452,False,,2023-04-19 14:17:34+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681888773,5046452,False,,2023-04-19 14:19:33+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681888950,5046452,True,-32,2023-04-19 14:22:30+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681889027,5046452,True,-21,2023-04-19 14:23:47+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681889143,5046452,True,-32,2023-04-19 14:25:43+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681889264,5046452,True,-32,2023-04-19 14:27:44+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681889442,5046452,True,-32,2023-04-19 14:30:42+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681889523,5046452,True,-23,2023-04-19 14:32:03+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681889639,5046452,True,-23,2023-04-19 14:33:59+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681889757,5046452,True,-23,2023-04-19 14:35:57+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681889879,5046452,True,-32,2023-04-19 14:37:59+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681890000,5046452,True,-32,2023-04-19 14:40:00+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681890121,5046452,False,,2023-04-19 14:42:01+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681890297,5046452,True,-23,2023-04-19 14:44:57+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681890372,5046452,True,-31,2023-04-19 14:46:12+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681890494,5046452,True,-31,2023-04-19 14:48:14+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681890613,5046452,False,,2023-04-19 14:50:13+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681890737,5046452,True,-22,2023-04-19 14:52:17+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681890855,5046452,True,-31,2023-04-19 14:54:15+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681890976,5046452,True,-31,2023-04-19 14:56:16+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681891094,5046452,True,-23,2023-04-19 14:58:14+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681891214,5046452,True,-31,2023-04-19 15:00:14+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681891340,5046452,True,-21,2023-04-19 15:02:20+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681891468,5046452,True,-21,2023-04-19 15:04:28+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681891635,5046452,True,-23,2023-04-19 15:07:15+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681891766,5046452,True,-21,2023-04-19 15:09:26+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681891898,5046452,True,-21,2023-04-19 15:11:38+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681891976,5046452,True,-31,2023-04-19 15:12:56+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681892093,5046452,True,-31,2023-04-19 15:14:53+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681892223,5046452,True,-22,2023-04-19 15:17:03+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681892333,5046452,True,-22,2023-04-19 15:18:53+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681892453,5046452,True,-23,2023-04-19 15:20:53+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681892631,5046452,True,-31,2023-04-19 15:23:51+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681892705,5046452,True,-32,2023-04-19 15:25:05+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681892827,5046452,True,-31,2023-04-19 15:27:07+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681892945,5046452,True,-22,2023-04-19 15:29:05+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681893067,5046452,True,-32,2023-04-19 15:31:07+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681893189,5046452,True,-32,2023-04-19 15:33:09+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681893307,5046452,True,-21,2023-04-19 15:35:07+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681893441,5046452,True,-32,2023-04-19 15:37:21+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681893607,5046452,True,-32,2023-04-19 15:40:07+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681893679,5046452,True,-22,2023-04-19 15:41:19+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681893800,5046452,True,-32,2023-04-19 15:43:20+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681893920,5046452,True,-21,2023-04-19 15:45:20+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681894041,5046452,True,-22,2023-04-19 15:47:21+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681894161,5046452,True,-32,2023-04-19 15:49:21+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681894290,5046452,True,-33,2023-04-19 15:51:30+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681894408,5046452,True,-21,2023-04-19 15:53:28+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681894582,5046452,True,-33,2023-04-19 15:56:22+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681894664,5046452,True,-33,2023-04-19 15:57:44+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681894779,5046452,True,-21,2023-04-19 15:59:39+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681894905,5046452,True,-22,2023-04-19 16:01:45+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681895019,5046452,True,-21,2023-04-19 16:03:39+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681895145,5046452,True,-21,2023-04-19 16:05:45+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681895261,5046452,True,-33,2023-04-19 16:07:41+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681895382,5046452,True,-21,2023-04-19 16:09:42+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681895559,5046452,True,-33,2023-04-19 16:12:39+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681895634,5046452,True,-33,2023-04-19 16:13:54+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681895754,5046452,True,-23,2023-04-19 16:15:54+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681896509,5046452,True,-29,2023-04-19 16:28:29+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681896633,5046452,True,-29,2023-04-19 16:30:33+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681896758,5046452,True,-34,2023-04-19 16:32:38+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681896883,5046452,True,-34,2023-04-19 16:34:43+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681896997,5046452,True,-28,2023-04-19 16:36:37+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681897123,5046452,True,-33,2023-04-19 16:38:43+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681897234,5046452,True,-28,2023-04-19 16:40:34+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681897360,5046452,True,-28,2023-04-19 16:42:40+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681897483,5046452,True,-28,2023-04-19 16:44:43+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681897613,5046452,True,-29,2023-04-19 16:46:53+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681897719,5046452,True,-29,2023-04-19 16:48:39+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681897837,5046452,True,-33,2023-04-19 16:50:37+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681897960,5046452,True,-33,2023-04-19 16:52:40+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681898079,5046452,True,-28,2023-04-19 16:54:39+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681898197,5046452,True,-28,2023-04-19 16:56:37+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681898318,5046452,False,,2023-04-19 16:58:38+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681898439,5046452,True,-27,2023-04-19 17:00:39+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681898615,5046452,True,-32,2023-04-19 17:03:35+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681898683,5046452,True,-32,2023-04-19 17:04:43+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681898805,5046452,False,,2023-04-19 17:06:45+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681898923,5046452,True,-30,2023-04-19 17:08:43+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681899044,5046452,True,-28,2023-04-19 17:10:44+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681899167,5046452,True,-31,2023-04-19 17:12:47+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681899287,5046452,True,-28,2023-04-19 17:14:47+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681899405,5046452,True,-29,2023-04-19 17:16:45+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681899526,5046452,True,-46,2023-04-19 17:18:46+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681899647,5046452,True,-57,2023-04-19 17:20:47+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681899767,5046452,True,-27,2023-04-19 17:22:47+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681899885,5046452,True,-22,2023-04-19 17:24:45+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681900009,5046452,True,-46,2023-04-19 17:26:49+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681900130,5046452,True,-46,2023-04-19 17:28:50+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681900251,5046452,True,-47,2023-04-19 17:30:51+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681900373,5046452,True,-47,2023-04-19 17:32:53+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681900493,5046452,True,-39,2023-04-19 17:34:53+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681900609,5046452,True,-47,2023-04-19 17:36:49+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681900730,5046452,True,-39,2023-04-19 17:38:50+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681900852,5046452,True,-39,2023-04-19 17:40:52+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681900970,5046452,True,-41,2023-04-19 17:42:50+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681901090,5046452,True,-47,2023-04-19 17:44:50+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681901212,5046452,True,-47,2023-04-19 17:46:52+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681901335,5046452,True,-39,2023-04-19 17:48:55+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681901461,5046452,True,-47,2023-04-19 17:51:01+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681901573,5046452,True,-42,2023-04-19 17:52:53+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681901694,5046452,True,-42,2023-04-19 17:54:54+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681901871,5046452,True,-47,2023-04-19 17:57:51+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681901943,5046452,True,-47,2023-04-19 17:59:03+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681902064,5046452,True,-47,2023-04-19 18:01:04+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681902184,5046452,False,,2023-04-19 18:03:04+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681902305,5046452,True,-48,2023-04-19 18:05:05+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681902426,5046452,True,-48,2023-04-19 18:07:06+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681902542,5046452,True,-42,2023-04-19 18:09:02+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681902662,5046452,True,-48,2023-04-19 18:11:02+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681902783,5046452,True,-40,2023-04-19 18:13:03+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681902904,5046452,True,-42,2023-04-19 18:15:04+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681903026,5046452,True,-48,2023-04-19 18:17:06+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681903145,5046452,True,-42,2023-04-19 18:19:05+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681903265,5046452,True,-42,2023-04-19 18:21:05+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681903384,5046452,True,-40,2023-04-19 18:23:04+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681903504,5046452,True,-42,2023-04-19 18:25:04+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681903625,5046452,True,-47,2023-04-19 18:27:05+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681903745,5046452,True,-39,2023-04-19 18:29:05+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681903866,5046452,True,-42,2023-04-19 18:31:06+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681903985,5046452,True,-47,2023-04-19 18:33:05+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681904105,5046452,True,-39,2023-04-19 18:35:05+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681904226,5046452,True,-41,2023-04-19 18:37:06+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681904348,5046452,True,-48,2023-04-19 18:39:08+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681904468,5046452,True,-48,2023-04-19 18:41:08+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681904587,5046452,True,-47,2023-04-19 18:43:07+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681904710,5046452,True,-47,2023-04-19 18:45:10+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681904828,5046452,True,-47,2023-04-19 18:47:08+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681904949,5046452,True,-39,2023-04-19 18:49:09+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681905072,5046452,True,-47,2023-04-19 18:51:12+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681905189,5046452,True,-47,2023-04-19 18:53:09+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681905310,5046452,True,-47,2023-04-19 18:55:10+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681905487,5046452,True,-39,2023-04-19 18:58:07+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681905552,5046452,True,-47,2023-04-19 18:59:12+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681905672,5046452,True,-47,2023-04-19 19:01:12+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681905792,5046452,True,-42,2023-04-19 19:03:12+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681905912,5046452,True,-47,2023-04-19 19:05:12+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681906033,5046452,True,-39,2023-04-19 19:07:13+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681906211,5046452,True,-40,2023-04-19 19:10:11+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681906331,5046452,True,-47,2023-04-19 19:12:11+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681906393,5046452,True,-42,2023-04-19 19:13:13+07:00
FFFFFFFF-0D6C-CF10-48B9-55AAB8167ABB:F363:0055,1681906572,5046452,True,-42,2023-04-19 19:16:12+07:00
